Year,temparature_anomaly_celsium,CO2(ppmv),CH4(ppbv)
-6154,-0.65,,
-6158,,,640.0
-6166,,259.6,
-6174,-1.4,,
-6195,-2.04,,
-6205,,,642.0
-6218,-2.54,,
-6221,,,641.0
-6231,,261.8,
-6241,-2.25,,
-6244,,259.3,
-6252,,,660.0
-6263,-1.31,,
-6285,-1.71,,
-6305,-0.77,,
-6319,,,647.0
-6323,,,649.0
-6326,-1.35,,
-6331,,259.0,
-6347,-1.43,,
-6368,-1.26,,
-6381,,,665.0
-6389,-1.24,,
-6401,,258.3,
-6411,-2.4,,
-6421,,,648.0
-6428,,,660.0
-6433,-1.69,,
-6437,,260.9,
-6455,-1.89,,
-6476,-1.4,,
-6485,,,654.0
-6497,-0.74,,
-6502,,,654.0
-6509,,261.3,
-6518,-0.7,,
-6527,,260.4,
-6538,-0.85,,
-6558,-2.79,,
-6573,,,662.0
-6578,-0.74,,
-6596,,260.7,
-6599,0.38,,657.0
-6619,-0.81,,
-6629,,259.3,
-6639,-1.54,,
-6658,0.02,,
-6678,-1.22,,
-6694,,,671.0
-6698,-1.13,,659.0
-6703,,262.0,
-6718,-0.7,,
-6738,-1.6,,
-6758,-1.55,,675.0
-6760,,261.8,
-6779,-0.84,,
-6800,-1.29,,
-6814,,,676.0
-6819,-0.44,,
-6821,,,658.0
-6831,,259.0,
-6834,,263.7,
-6839,-2.0,,
-6861,-1.62,,
-6882,,,674.0
-6883,-0.93,,
-6892,,,657.0
-6902,-0.19,,
-6919,,263.8,
-6921,-0.9,,
-6941,-0.86,,
-6956,,,648.0
-6960,-0.86,,
-6961,,260.9,
-6980,-1.13,,
-6999,0.05,,
-7011,,,671.0
-7018,-0.1,,
-7023,,265.2,
-7038,-1.49,,
-7042,,260.4,
-7057,-0.67,,
-7070,,,664.0
-7077,-0.94,,
-7096,-0.59,,
-7110,,259.3,
-7116,-1.09,,
-7131,,,671.0
-7135,-0.49,,665.0
-7142,,260.6,
-7155,-0.49,,
-7176,-2.56,,
-7184,,,664.0
-7185,,,665.0
-7190,,260.9,
-7193,,262.0,
-7197,-1.9,,
-7199,,,666.0
-7217,-0.06,,
-7237,-1.42,,
-7256,0.11,,
-7257,,,663.0
-7274,0.54,,
-7282,,263.0,
-7292,-0.51,,
-7311,-0.99,,
-7331,-1.57,,675.0
-7345,,263.7,
-7350,-0.04,,
-7355,,,671.0
-7362,,,674.0
-7367,,263.8,
-7369,-0.28,,
-7388,-0.45,,
-7407,-0.57,,
-7411,,263.8,
-7425,-0.14,,
-7441,,,676.0
-7443,-0.33,,
-7462,0.24,,
-7479,,,
-7486,,265.2,
-7497,0.48,,
-7510,,,675.0
-7514,-0.48,,
-7533,-2.02,,
-7553,-0.33,,
-7560,,,682.0
-7568,,260.6,
-7573,-1.11,,
-7574,,260.9,
-7583,,,685.0
-7586,,264.4,
-7591,0.04,,
-7605,,263.0,
-7610,-0.75,,
-7623,,263.8,
-7628,0.79,,
-7637,,,689.0
-7642,,,683.0
-7646,-0.1,,
-7647,,264.2,
-7664,-1.16,,
-7683,-0.08,,
-7690,,,693.0
-7701,-0.38,,
-7719,1.11,,
-7736,-0.04,,
-7750,,,676.0
-7753,0.01,,
-7769,,,674.0
-7771,0.45,264.0,
-7788,-0.07,,
-7805,1.33,,
-7821,0.62,,
-7838,-2.4,,
-7844,,,670.0
-7851,,,682.0
-7857,,263.4,
-7858,-0.13,,
-7878,-0.2,,
-7885,,,675.0
-7897,-1.57,,
-7916,0.68,,
-7932,,,685.0
-7934,-0.61,,
-7951,0.15,264.4,
-7959,,265.7,
-7969,-0.65,,
-7988,-0.97,,
-8007,0.35,,
-8012,,,678.0
-8025,-0.36,,
-8033,,264.9,
-8042,,264.2,
-8043,-0.75,,
-8061,0.26,,
-8079,0.32,,
-8086,,,717.0
-8096,-0.2,,
-8114,0.29,,
-8132,-1.18,,
-8138,,267.5,
-8148,,,698.0
-8150,0.02,,
-8167,1.39,,
-8184,0.43,264.0,
-8201,-0.02,,
-8219,-0.47,,
-8236,0.38,,
-8242,,263.4,694.0
-8254,-0.2,,678.0
-8259,,266.9,
-8272,-1.08,,
-8290,-1.38,,
-8303,,,682.0
-8309,0.61,,
-8324,,,688.0
-8327,-0.07,,
-8344,,266.0,
-8345,-0.15,,
-8349,,265.7,
-8363,0.12,,
-8381,-1.76,,
-8399,0.26,,
-8416,,264.9,
-8418,-1.27,,
-8437,-0.47,,
-8444,,,672.0
-8456,-0.71,,
-8459,,,661.0
-8467,,265.1,
-8475,-1.53,,
-8494,0.31,,
-8512,0.53,,
-8528,1.16,,669.0
-8544,0.41,,
-8555,,267.5,
-8561,-0.02,,
-8568,,,652.0
-8577,2.12,267.6,
-8593,-1.23,,
-8611,-0.12,,
-8630,-0.55,,
-8649,-0.88,,
-8654,,,671.0
-8662,,,666.0
-8667,-0.64,,
-8671,,264.8,
-8686,-0.51,,
-8704,-0.27,,
-8709,,,685.0
-8722,0.86,,
-8730,,266.9,
-8740,-0.77,,
-8757,,,681.0
-8758,-0.84,,
-8776,-1.01,,
-8794,,264.8,
-8796,-1.08,,
-8815,-0.96,,
-8834,-0.35,,
-8851,,266.0,
-8852,-0.22,,
-8855,,265.0,
-8862,,,694.0
-8868,,,673.0
-8870,0.25,,
-8877,,265.3,
-8885,,265.1,
-8888,-0.51,,
-8906,-1.36,,
-8922,,,679.0
-8925,-0.8,,
-8944,-0.33,,
-8945,,264.4,
-8962,0.28,,
-8975,,,703.0
-8980,-0.96,,
-8983,,264.1,
-8999,-1.81,,
-9004,,267.6,
-9018,-0.66,,
-9038,-0.12,,
-9056,-0.27,,
-9064,,264.2,
-9073,0.3,,
-9091,-0.08,,
-9110,-1.45,,
-9116,,,650.0
-9128,-1.14,,633.0
-9137,,264.5,
-9139,,264.8,
-9147,-0.47,,
-9166,-1.41,,
-9174,,,653.0
-9180,,,654.0
-9186,-1.62,264.0,
-9206,-0.93,,
-9211,,264.8,
-9225,0.37,,
-9235,,265.0,
-9242,0.53,,
-9250,,265.3,
-9251,,263.0,
-9259,0.18,,
-9266,,,665.0
-9277,-0.29,,
-9286,,265.2,
-9295,-2.15,,
-9306,,264.4,
-9314,-0.61,,
-9328,,258.8,
-9333,-0.32,,
-9352,-0.95,,
-9366,,264.1,
-9368,1.29,,
-9375,,,643.0
-9383,,,559.0
-9385,1.11,,
-9388,,260.8,
-9389,,264.8062514925239,
-9403,-1.77,,
-9422,-0.78,,
-9433,,264.8396344162771,
-9441,-1.59,,
-9442,,255.4,
-9449,,268.1638827775123,
-9460,-0.77,,469.0
-9467,,264.4831386910426,
-9480,-0.37,,
-9485,,270.14345909208504,
-9486,,253.9,
-9498,0.42,,
-9503,,268.86948241809176,
-9515,0.14,,
-9519,,253.8,
-9522,,269.09658248435426,
-9532,0.79,,
-9540,,267.1659882944808,
-9549,0.28,,
-9557,,267.66344435702626,
-9566,-0.73,,
-9573,,269.5087267559184,
-9584,-1.33,,
-9593,,266.8975316078414,
-9604,-0.92,,
-9609,,262.7402713424808,
-9623,-1.16,,
-9626,,267.0926460402798,
-9630,,250.7,
-9642,-1.15,260.7019637596007,
-9660,,,488.0
-9661,,261.3035570908851,
-9662,-0.19,,
-9675,,,468.0
-9678,,266.2202091929294,
-9680,-1.05,,
-9685,,249.7,
-9697,,257.13429330946656,
-9699,0.01,,
-9714,,247.5528586529488,
-9717,-1.06,,
-9726,,251.1,
-9732,,254.6155973344712,
-9735,0.07,,
-9751,,253.99089690085395,
-9753,-1.29,,
-9767,,,477.0
-9769,,256.0430608603061,
-9772,-0.5,,
-9777,,250.7,
-9790,,255.89086904448925,
-9791,-0.88,,
-9809,,258.7419682040664,
-9810,0.07,,
-9828,-1.3,,
-9830,,258.24947010276907,
-9848,-2.48,,462.0
-9852,,258.53058047537485,
-9858,,,483.0
-9869,-1.85,245.3,
-9870,,257.16871076552565,
-9891,-2.09,,
-9893,,254.31017470730887,
-9912,-1.86,,
-9913,,253.6295799831633,
-9933,-2.11,251.56174454316204,
-9946,,245.3,
-9954,,255.89657531323917,
-9955,-1.84,,
-9971,,,462.0
-9976,-2.78,258.57498699245264,
-9998,,248.91570205793047,
-9999,-2.64,,
-10008,,246.6,
-10019,,253.9931437879996,
-10022,-1.69,,
-10040,,255.3912977602452,
-10043,-1.99,,
-10064,-1.96,,
-10065,,247.85064164274337,
-10083,,,480.0
-10086,-3.02,,
-10087,,248.40713321971356,
-10089,,,467.0
-10100,,243.2,
-10108,,253.09803694796494,
-10109,-2.57,,
-10129,,251.03138662276533,
-10132,-2.91,,
-10144,,,479.0
-10155,-4.44,255.6570401748525,
-10172,,240.3,
-10174,,253.01913649818056,
-10180,-3.03,,
-10196,,251.13879991205624,
-10206,-2.97,,
-10218,,251.42428040746907,
-10230,-3.81,,
-10240,,250.96816256782247,
-10254,-2.63,,
-10261,,249.6533400802813,
-10277,-2.12,,
-10282,,249.23182055441774,
-10299,-3.61,,
-10306,,248.95174624217293,
-10323,-2.23,,
-10330,,249.37721064234103,
-10347,-4.23,,
-10351,,248.9240190698803,
-10371,,250.73154369365116,
-10373,-4.4,,
-10388,,,542.0
-10393,,246.9665079337188,
-10399,-3.49,,
-10415,,244.30941964788178,
-10421,,237.5,
-10425,-4.91,,
-10438,,243.00399847303908,
-10451,-3.17,,
-10459,,246.4034368607132,
-10477,-2.76,,
-10481,,247.67023851530323,
-10502,-4.1,,
-10504,,245.828192028346,
-10525,,246.17917534767042,
-10527,-4.14,,651.0
-10535,,,627.0
-10545,,244.42282246806465,
-10546,,237.6,
-10553,-3.86,,
-10571,,246.7361603977909,
-10580,-5.5,,
-10593,,249.9226267174943,
-10609,-4.91,,
-10614,,244.27496932125192,
-10636,,247.01866418752644,
-10638,-5.17,,
-10655,,,643.0
-10657,,248.09151906637942,
-10667,-4.65,,
-10679,,246.94327763185444,
-10692,,234.2,
-10695,-5.15,,
-10703,,243.94829999483662,
-10723,-3.88,242.52904430354567,
-10747,,244.24252191664183,
-10750,-4.35,,
-10769,,241.5919394471499,
-10777,-4.19,,
-10786,,,610.0
-10789,,247.29878007926465,
-10797,,,646.0
-10804,-5.28,,
-10810,,238.3,
-10812,,240.01944039217156,
-10834,-5.53,,
-10835,,241.49602014897292,
-10859,,242.23335017876875,
-10862,-4.1,,
-10880,,242.14661205332536,
-10890,-4.74,,
-10902,,239.34501708789696,
-10917,-3.56,,
-10923,,241.2383063619222,
-10934,,,661.0
-10943,,239.43542944264073,
-10944,-4.41,,
-10960,,,662.0
-10967,,238.7942418996904,
-10971,-4.82,,
-10989,,238.17670710529902,
-10992,,237.3,
-10999,-5.04,,
-11009,,240.7072616624785,
-11028,-4.58,,
-11030,,237.14801820813656,
-11051,,239.41877622767902,
-11055,-3.85,,
-11071,,234.67711437690164,
-11082,-4.05,,
-11093,,238.86480110696388,
-11108,-4.61,,
-11116,,237.90902544878452,
-11120,,,670.0
-11129,,,653.0
-11136,-5.17,,
-11138,,241.5552999030114,
-11140,,237.9,
-11165,-4.7,,
-11178,,234.8172845805215,
-11193,-4.27,,
-11220,-3.47,,
-11222,,236.91006470650157,
-11245,-3.94,,
-11266,,239.4098936541896,
-11271,-4.6,,
-11291,,237.6,
-11298,-3.6,,
-11305,,,646.0
-11316,,240.4197733780046,
-11324,-3.57,,
-11350,-4.12,,
-11354,,236.86022090165332,
-11376,-4.28,,
-11403,-5.31,,
-11406,,,628.0
-11433,-5.06,,
-11462,-4.49,,
-11468,,237.82629259075324,625.0
-11478,,,619.0
-11490,-4.92,236.4,
-11517,-3.97,,
-11536,,240.25427358439862,
-11544,-2.76,,
-11547,,,613.0
-11569,-4.46,,
-11581,,235.8255291423037,
-11592,,239.2,
-11595,-3.88,,
-11622,-4.83,,
-11650,-4.98,243.85979844716996,
-11675,,,619.0
-11679,-5.06,,
-11687,,,623.0
-11695,,238.54747522687632,
-11696,,,630.0
-11703,,238.6,
-11708,-5.03,,
-11736,-4.18,,
-11762,,241.59139134507328,
-11764,-4.78,,
-11792,-4.43,,
-11808,,241.11490412197253,
-11820,-3.06,,
-11821,,,612.0
-11846,-5.07,,
-11854,,238.6,
-11872,-3.15,,
-11877,,239.08435072354874,
-11898,-4.6,,
-11921,,237.95158516671214,
-11925,-4.68,,
-11953,-4.23,,
-11979,-3.49,,
-11990,,240.5703386445421,
-11992,,,578.0
-11998,,239.1,
-12001,,,597.0
-12005,-2.82,,
-12028,-2.64,,
-12051,,235.91958262522573,
-12052,-3.24,,
-12060,,,569.0
-12072,,237.8687866200197,
-12077,-3.98,,
-12103,-4.05,,
-12110,,241.26916500368534,
-12130,-4.48,,
-12134,,232.88000615516702,
-12156,-3.27,,
-12170,,236.39805979670948,
-12181,-2.71,,
-12205,-3.0,,
-12206,,239.23818680138615,
-12229,-3.43,239.36064776017062,
-12254,-4.14,,
-12255,,238.3613364190683,
-12279,-1.02,,
-12287,,236.59503531115416,
-12301,-1.93,,
-12322,-2.16,,
-12323,,240.21229536304708,
-12339,,,465.0
-12344,-2.69,,
-12348,,239.03677680876376,
-12353,,228.5,
-12358,,235.8013722168602,
-12362,,,476.0
-12367,-2.5,,
-12390,-2.96,,
-12393,,242.07891889663432,
-12404,,238.39005888170098,
-12414,-2.52,,
-12424,,240.3252352260465,
-12440,-5.32,,
-12460,,242.5463915992586,
-12467,-3.78,,
-12472,,242.60460298931037,
-12491,-2.71,,
-12493,,240.9489026098227,
-12513,,238.61345734214723,
-12516,-4.17,,
-12543,-4.17,,
-12547,,242.05538663336657,
-12570,-3.55,241.14411641924522,
-12581,,243.17377294839466,
-12585,,,461.0
-12591,,235.8323421305916,
-12596,-4.59,,
-12597,,,470.0
-12600,,228.4,
-12602,,241.729807649943,
-12605,,,469.0
-12613,,239.85999766133673,
-12623,-4.2,,
-12625,,239.76503812675872,
-12636,,237.9659544143376,
-12645,,235.30951417343593,
-12651,-5.42,,
-12656,,237.58632963935628,
-12669,,237.97072384125397,
-12679,,240.10202126482596,
-12680,-4.94,,
-12695,,238.11592408247537,
-12702,,234.62208303328032,
-12709,-4.22,,
-12714,,233.41678590018034,
-12725,,234.33541847308942,
-12736,,237.49243901935716,
-12737,-5.03,,
-12746,,228.9069484734525,
-12756,,228.1794674192821,
-12761,,,459.0
-12765,-4.44,,
-12768,,230.5296191365043,
-12775,,226.1,
-12780,,234.53668908061695,
-12793,-3.62,231.47501430697426,
-12808,,227.9025821178081,
-12813,,224.64412988292017,
-12820,-4.04,,
-12826,,227.39272967198517,
-12837,,227.78536212593403,
-12846,-4.29,,
-12849,,228.50250206425628,
-12860,,227.5760816830967,
-12872,,226.50690563613685,
-12873,-3.62,,
-12884,,228.4041873231957,
-12894,,227.87363187172843,
-12899,-4.02,,
-12907,,233.1674385645637,
-12919,,232.22123314488178,
-12920,,,470.0
-12926,-4.25,,
-12930,,227.85150672131329,
-12940,,225.2,
-12942,,230.6301423785333,
-12954,-5.52,228.71528957073212,
-12965,,228.35879507223092,
-12979,,228.46979297537328,
-12983,-2.3,,
-13003,,228.890295544307,
-13008,-4.54,,
-13016,,,476.0
-13026,,229.78672581367329,
-13034,-5.1,,
-13037,,227.65098593922204,
-13061,,228.3650655244248,
-13062,,224.5,
-13063,-5.09,,
-13084,,225.38083520649624,
-13092,-4.05,,
-13119,-4.17,,
-13122,,228.99480745157686,
-13145,,234.47446894840783,
-13147,-4.5,,
-13174,-4.36,,
-13183,,229.67160656998294,
-13202,-4.76,,
-13206,,228.8057322422929,
-13231,-5.16,227.84358475209112,
-13253,,,463.0
-13261,-5.72,,
-13267,,,451.0
-13268,,230.18339813242306,
-13283,,222.0,
-13292,-5.47,,
-13293,,228.26585961041698,
-13323,-5.66,,
-13330,,225.77162913978188,
-13354,-5.51,,
-13370,,227.64306095288393,
-13385,-5.74,,
-13395,,228.91652002838566,
-13416,-5.7,,
-13432,,225.38795165189697,
-13443,,,452.0
-13447,-4.75,,
-13460,,224.74311624898786,
-13477,-5.11,,
-13488,,221.0,
-13506,-5.35,,
-13512,,223.2710402890986,
-13537,-6.01,,
-13568,-5.19,,
-13595,,,441.0
-13596,,223.5305343345643,
-13599,-6.37,,
-13605,,,456.0
-13620,,220.9,
-13631,-4.8,,
-13662,-5.39,,
-13691,-5.25,,
-13699,,222.75834505097234,
-13722,-5.61,,
-13753,-5.32,,
-13754,,222.15764340429956,
-13783,-5.62,,
-13792,,219.4,
-13815,-5.82,,
-13817,,224.8571801594681,
-13847,-6.18,,
-13879,-5.39,,
-13894,,222.36468715588023,441.0
-13911,-6.66,,
-13915,,,438.0
-13920,,,473.0
-13936,,214.0,
-13944,-5.91,,
-13970,,223.5107392974745,
-13977,-5.96,,
-13986,,223.7681909549173,
-14009,-6.46,,
-14043,-6.9,,
-14045,,223.7224506956352,
-14048,,224.4079901815647,
-14064,,222.39327867419098,
-14078,-6.76,,
-14083,,224.4802221411913,
-14110,,,419.0
-14113,-5.94,,
-14123,,207.5,
-14133,,224.242360124708,
-14146,-6.1,,
-14164,,222.4115117516632,
-14178,-6.07,,
-14201,,224.8625784974834,
-14211,-6.22,,
-14216,,226.1908800011438,
-14237,,221.48984625503218,
-14245,-7.41,,
-14258,,227.3244742360862,
-14263,,,424.0
-14272,,223.23631531576837,
-14280,-6.44,,
-14290,,220.48517092637948,
-14293,,,427.0
-14310,,218.56382460975144,
-14315,-6.12,,
-14328,,214.22122886828478,
-14346,,212.84367513227136,
-14349,-6.76,,
-14367,,214.5978424508933,
-14383,-6.79,,
-14387,,212.42970768970437,
-14404,,214.83094793202406,
-14418,-6.75,,
-14424,,211.2133503062316,
-14441,,209.50810411665645,
-14454,-6.86,,
-14460,,212.94888538922996,
-14480,,,405.0
-14481,,211.7934498012063,
-14490,-8.15,,
-14502,,202.9,
-14508,,217.18722610003746,
-14522,,213.9380167825644,
-14528,-7.05,,
-14559,,207.94707338537606,
-14565,-7.44,,
-14602,-7.15,,
-14603,,208.65010901966778,
-14639,-6.82,,
-14640,,208.4614276166706,
-14654,,,409.0
-14667,,,404.0
-14676,-8.83,,
-14705,,213.15469236971649,
-14709,,200.8,
-14715,-7.37,,
-14755,-8.21,,
-14783,,210.24939480334604,
-14794,-8.11,,
-14834,-8.23,,
-14847,,205.52548876941438,
-14875,-9.0,,
-14876,,,408.0
-14883,,,381.0
-14917,-7.74,,
-14919,,205.18509194320177,
-14920,,195.2,
-14957,-7.8,,
-14978,,202.9290476816134,
-14996,-8.38,,
-15036,-7.38,,
-15044,,204.3247383426767,
-15074,-8.66,,
-15096,,,395.0
-15116,-7.4,,
-15125,,,389.0
-15141,,202.1012164231453,
-15155,-9.37,,
-15161,,193.9,
-15198,-8.5,,
-15213,,198.631089252931,
-15240,-8.4,,
-15282,-9.11,,
-15286,,198.29417538469403,
-15325,-8.39,,
-15337,,195.87573909141443,
-15361,,194.65141317549399,
-15366,,,371.0
-15367,-9.08,,
-15410,,190.50284337603904,
-15411,-9.54,,
-15425,,191.0,
-15435,,193.02021337722056,
-15457,-9.47,,
-15460,,191.8856673685563,
-15484,,190.75739808941378,
-15502,-9.47,,
-15510,,193.00049226913703,
-15535,,191.4761142959414,
-15548,-9.7,,
-15556,,,375.0
-15560,,191.58573439908614,
-15581,,,366.0
-15584,,192.37047527166976,
-15593,,,384.0
-15595,-8.13,,
-15611,,192.6236483930915,
-15615,,188.5,
-15636,-8.97,196.96328822867957,
-15662,,195.79039289658348,
-15680,-9.74,,
-15687,,193.21020619774924,
-15715,,194.3760035369042,
-15725,-8.9,,
-15741,,191.51895944996556,
-15767,,189.52313905154722,
-15769,-8.87,,
-15793,,190.41145637495399,
-15814,-9.54,,
-15819,,191.7049630706334,
-15839,,,366.0
-15847,,187.25256339861124,
-15859,-9.82,188.5,
-15875,,191.20739896471937,
-15904,,189.51763426245728,
-15906,-9.64,,
-15930,,190.2606131810841,
-15953,-9.21,,
-15957,,191.7237910053392,
-15959,,,377.0
-15973,,,371.0
-15985,,188.54215704394005,
-15993,,189.2,
-15998,-9.25,,
-16015,,188.6564989836098,
-16042,,188.9556833468375,
-16043,-8.94,,
-16074,,187.78531136917942,
-16087,-9.18,,
-16100,,187.7267726989902,
-16131,,188.64072093684447,
-16132,-9.45,,
-16160,,188.59044595252618,
-16178,-9.41,,
-16189,,184.87510819689115,
-16223,-9.36,189.01145740964958,
-16251,,185.64837724764448,
-16269,-9.51,,
-16282,,188.87750852438725,
-16306,,,375.0
-16314,,188.52153443206024,
-16315,-9.4,,
-16335,,187.0,
-16345,,189.03208526365853,
-16361,-10.35,,
-16374,,187.12107228232756,
-16410,,188.73157502184154,
-16411,-8.67,,
-16441,,188.2127161368506,
-16454,-9.26,,
-16472,,188.46984987600774,
-16499,-8.56,,
-16507,,187.44688100668245,
-16536,,187.08794749517838,
-16540,,,371.0
-16543,-9.92,,
-16558,,,378.0
-16569,,187.6657005045612,371.0
-16589,-9.21,,
-16591,,188.6,
-16632,,188.57060817148658,
-16635,-9.61,,
-16682,-9.36,,
-16727,-9.02,193.90294365325792,
-16773,-9.69,,
-16797,,191.27099266967372,
-16819,-8.84,,
-16853,,192.9746062473733,
-16865,-10.12,,
-16878,,189.4,
-16885,,188.43646889385016,
-16912,-9.34,,
-16916,,188.49917580509657,
-16918,,192.3,
-16923,,,373.0
-16940,,,379.0
-16957,-8.44,,
-16971,,188.3,
-17002,-10.43,,
-17043,,192.7099140092297,
-17051,-9.89,,
-17098,-8.52,,
-17143,-9.54,,
-17189,-9.34,,
-17202,,191.08550485764974,
-17234,-7.81,,
-17275,-9.55,,
-17321,-8.91,,
-17332,,191.58428202340798,
-17367,-9.96,,366.0
-17397,,188.7,
-17414,-9.16,,
-17461,-9.75,,
-17492,,191.51661846127155,
-17501,,,358.0
-17508,-9.62,,
-17529,,,377.0
-17556,-10.19,,
-17559,,188.8,
-17605,-9.37,,
-17618,,188.95303905155185,
-17652,-10.19,,
-17679,,191.41876528996985,
-17702,-9.93,,
-17730,,,356.0
-17743,,,351.0
-17750,-8.94,,
-17795,-8.84,,
-17798,,190.0,
-17839,-8.53,,
-17841,,193.60063929670704,
-17883,-9.51,,
-17930,-10.43,,
-17933,,196.05515178135056,
-17980,-9.81,,
-18013,,,374.0
-18029,-9.4,,
-18038,,188.0,
-18068,,193.72302093582547,
-18075,-9.04,,
-18121,-9.46,,
-18167,-8.71,,
-18174,,,375.0
-18213,-9.79,,
-18218,,188.2,
-18247,,195.0,
-18260,-9.22,,
-18263,,190.47301770392272,
-18307,-9.53,,
-18354,-9.69,,
-18402,-9.72,,
-18451,-10.18,,
-18457,,189.99022495118814,
-18500,-8.92,,
-18516,,,384.0
-18519,,,367.0
-18545,-8.83,,
-18552,,187.8,
-18586,,193.92595404672443,
-18590,-9.31,,
-18637,-9.49,,
-18684,-9.65,,
-18716,,187.76130879373025,
-18732,-9.64,,
-18758,,,378.0
-18780,-9.03,,
-18798,,186.9,
-18826,-9.36,,
-18873,-9.41,,
-18878,,192.65750201107113,
-18920,-9.47,,
-18967,-9.39,,
-19004,,,365.0
-19014,,190.87078412905063,
-19015,-10.14,,
-19061,,186.5,
-19064,-9.25,,
-19112,-9.52,,
-19117,,188.40117180397905,
-19159,-8.74,,
-19204,-9.06,,
-19251,-10.02,,
-19262,,190.05178294941018,
-19268,,,354.0
-19300,-10.04,,
-19307,,184.7,
-19349,-9.2,,
-19395,,187.24278170075527,
-19396,-8.59,,
-19440,-7.92,,
-19484,-10.1,,
-19520,,,357.0
-19532,-9.71,,
-19557,,186.1,
-19580,-8.9,,
-19612,,185.22605259203294,
-19627,-9.64,,
-19675,-10.12,,
-19725,-9.57,,
-19774,-8.96,,
-19820,-8.72,,
-19836,,,357.0
-19840,,187.9571766507431,
-19864,-8.47,,
-19904,,185.7,
-19909,-9.42,,
-19956,-9.14,,
-19963,,190.7825043804128,
-20003,-9.6,,
-20036,,,355.0
-20051,-9.45,,
-20065,,184.4,
-20099,-9.82,,
-20105,,187.38113959770786,
-20149,-9.98,,
-20199,-9.67,,
-20248,-8.81,,
-20280,,191.27052755302162,
-20294,-10.04,,
-20342,,187.2242115241,
-20345,-9.91,,
-20395,-8.36,,
-20397,,187.0216472475,
-20439,-9.14,,
-20485,-9.41,,
-20533,-8.74,,
-20579,-9.22,,
-20600,,184.67921815,
-20626,-9.92,,
-20654,,185.207494535,
-20675,-9.0,,
-20700,,188.4866056205,
-20723,-9.98,,
-20768,,,407.0
-20773,-9.36,,
-20799,,190.01358890950002,
-20821,-9.62,,
-20870,-9.39,,
-20877,,189.2,
-20883,,186.13368892427502,
-20919,-9.73,,
-20945,,,385.0
-20968,-9.55,,
-21017,-9.11,,
-21044,,189.397339585125,
-21063,-8.43,190.53007546182502,
-21109,-8.84,,
-21154,-8.23,,
-21157,,190.08050149462503,
-21180,,,390.0
-21198,-8.99,,
-21235,,188.6041093398,
-21244,-9.19,,
-21291,-8.79,,
-21326,,197.67188495834998,
-21329,,,390.0
-21338,-10.25,,
-21389,-9.36,,
-21408,,193.532820435975,
-21438,-8.95,,
-21485,-9.28,,
-21495,,186.77935625474998,
-21522,,,390.0
-21533,-8.69,,
-21578,-8.88,,
-21625,-9.05,,
-21650,,187.98535915199997,
-21672,-8.64,,
-21717,-8.95,,
-21764,-9.29,,
-21797,,,386.0
-21812,-9.36,,
-21861,-10.39,,
-21914,-9.95,,
-21923,,183.12944747075,
-21938,,,398.0
-21965,-9.62,,
-22015,-9.52,,
-22065,-10.58,,
-22119,-9.68,,
-22127,,184.6823772,
-22134,,,375.0
-22169,-9.4,,
-22218,-9.05,,
-22265,-9.0,,
-22313,-9.76,,
-22319,,186.726894870075,
-22349,,,360.0
-22363,-9.33,,
-22412,-10.07,,
-22464,-10.1,,
-22516,-7.98,,
-22560,-8.99,,
-22566,,,373.0
-22608,-9.9,,
-22659,-10.21,,
-22693,,180.565516782075,
-22712,-10.06,,
-22764,-9.96,,
-22771,,,389.0
-22816,-9.89,,
-22867,-9.54,,
-22917,-9.84,,
-22969,-9.39,,
-22977,,,372.0
-23018,-9.83,,
-23070,-9.95,,
-23122,-9.83,,
-23173,-9.35,,
-23213,,180.69369987574999,
-23222,-9.35,,
-23272,-10.21,,
-23325,-10.48,,
-23379,,,370.0
-23380,-10.32,,
-23401,,182.66041686875002,
-23433,-9.54,,
-23485,-9.87,,
-23536,-9.84,,
-23588,-9.67,,
-23593,,183.37891829900002,
-23639,-9.54,,
-23649,,,365.0
-23689,-9.3,,
-23740,-10.19,,
-23792,-10.02,,
-23836,,186.541161542,
-23845,-9.53,,
-23874,,,355.0
-23897,-10.47,,
-23949,-8.93,,
-23999,-9.61,,
-24040,,,364.0
-24044,,191.6,
-24050,-10.2,,
-24066,,184.51815170625,
-24103,-8.98,,
-24152,-9.85,,
-24204,-9.96,,
-24256,-9.17,,
-24304,,184.57168235580002,
-24306,-10.4,,
-24361,-9.96,,
-24365,,183.7673068405,
-24413,-9.02,,
-24462,-9.94,,
-24510,,186.0128248,
-24515,-9.34,,
-24565,-9.59,,
-24587,,185.5131813934,
-24616,-9.96,,
-24669,-10.19,,
-24681,,,396.0
-24723,-10.11,,
-24753,,185.43660435787498,
-24776,-9.05,,
-24827,-9.48,,
-24877,-9.72,,
-24907,,186.43114764435,
-24929,-10.13,,
-24968,,,387.0
-24983,-9.59,,
-25004,,188.08462820879998,
-25035,-9.75,,
-25087,-9.7,,
-25092,,187.3935686286,
-25124,,,386.0
-25134,,186.271358966325,
-25139,-9.93,,
-25191,-9.22,,
-25220,,194.928153007,
-25242,-8.79,,
-25290,-8.28,,
-25330,,190.0614572262,
-25337,-8.84,,
-25382,-6.91,,
-25386,,,396.0
-25427,-9.25,,
-25475,-9.03,,
-25491,,191.95313370887501,
-25524,-8.69,,
-25552,,191.23379793375,
-25554,,,406.0
-25573,-10.51,,
-25599,,191.5337587855875,
